title,link,category,description,telephone,address,roadAddress,mapx,mapy,search_input,split_list,input_search,stores_url,file_names
Sucrami,https://instagram.com/sucrami,"음식점>카페,디저트",,,경기도 용인시 기흥구 영덕동 1001-2 1층,경기도 용인시 기흥구 흥덕2로65번길 5 1층,318043,519442,경기도 수원시 영통구 매탄3동 롤케익,"카페,디저트",경기도 수원시 영통구 매탄3동 Sucrami,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20매탄3동%20Sucrami&sm=hty&style=v5#/list,Sucrami.jpg
커맨드커피,http://commandcoffee.co.kr,"음식점>카페,디저트",,,경기도 용인시 기흥구 영덕동 985-1,경기도 용인시 기흥구 흥덕2로87번길 18,317909,519717,경기도 수원시 영통구 매탄3동 인도음식,"카페,디저트",경기도 수원시 영통구 매탄3동 커맨드커피,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20매탄3동%20커맨드커피&sm=hty&style=v5#/list,커맨드커피.jpg
스타벅스 수원IC DT점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 용인시 기흥구 영덕동 522-2 LG동광주유소,경기도 용인시 기흥구 중부대로 56,318142,518768,경기도 수원시 영통구 영통3동 다방,카페,경기도 수원시 영통구 영통3동 스타벅스 수원IC DT점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20영통3동%20스타벅스%20수원IC%20DT점&sm=hty&style=v5#/list,스타벅스 수원IC DT점.jpg
옐로버터,https://smartstore.naver.com/yolong_caron,"음식점>카페,디저트",,,경기도 용인시 기흥구 서천동 405-2,경기도 용인시 기흥구 서그내로62번길 49,317457,516036,경기도 수원시 영통구 영통3동 마카롱,"카페,디저트",경기도 수원시 영통구 영통3동 옐로버터,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20영통3동%20옐로버터&sm=hty&style=v5#/list,옐로버터.jpg
타니예르,,"카페,디저트>베이커리",,,경기도 용인시 기흥구 서천동 730 TANIERE,경기도 용인시 기흥구 서천서로12번길 4-2 TANIERE,318008,515823,경기도 수원시 영통구 영통3동 베이커리,베이커리,경기도 수원시 영통구 영통3동 타니예르,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20영통3동%20타니예르&sm=hty&style=v5#/list,타니예르.jpg
서천사람들,,"음식점>카페,디저트",,,경기도 용인시 기흥구 서천동 407-1,경기도 용인시 기흥구 예현로35번길 27,317399,515963,경기도 수원시 영통구 망포2동 아이스크림,"카페,디저트",경기도 수원시 영통구 망포2동 서천사람들,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20망포2동%20서천사람들&sm=hty&style=v5#/list,서천사람들.jpg
모구모구 과자 점 인 광교,https://www.instagram.com/mogumogu_bake_gwanggyo,"음식점>카페,디저트>베이커리",,,경기도 용인시 수지구 상현동 1116-4 1층 108호 모구모구과자점,경기도 용인시 수지구 광교중앙로295번길 9 1층 108호 모구모구과자점,317578,522076,경기도 수원시 영통구 광교1동 과자,베이커리,경기도 수원시 영통구 광교1동 모구모구 과자 점 인 광교,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교1동%20모구모구%20과자%20점%20인%20광교&sm=hty&style=v5#/list,모구모구 과자 점 인 광교.jpg
타임투비,https://www.instagram.com/timetob_official/,"음식점>카페,디저트",,,경기도 용인시 수지구 성복동 556-29,경기도 용인시 수지구 성복1로281번길 11,316438,525066,경기도 수원시 영통구 광교1동 디저트,"카페,디저트",경기도 수원시 영통구 광교1동 타임투비,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교1동%20타임투비&sm=hty&style=v5#/list,타임투비.jpg
베이커리 꾸떼,http://www.instagram.com/gouter du miel,"카페,디저트>베이커리",,,경기도 용인시 수지구 상현동 1131 광교스타지109호,경기도 용인시 수지구 광교중앙로 320 광교스타지109호,317755,522246,경기도 수원시 영통구 광교1동 롤케익,베이커리,경기도 수원시 영통구 광교1동 베이커리 꾸떼,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교1동%20베이커리%20꾸떼&sm=hty&style=v5#/list,베이커리 꾸떼.jpg
토프레소 성복점,,"카페,디저트>카페",,,경기도 용인시 수지구 성복동 278-1,경기도 용인시 수지구 성복1로 106,317614,524289,경기도 수원시 영통구 광교1동 생과일쥬스,카페,경기도 수원시 영통구 광교1동 토프레소 성복점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교1동%20토프레소%20성복점&sm=hty&style=v5#/list,토프레소 성복점.jpg
본누벨 베이커리,,"카페,디저트>베이커리",,,경기도 용인시 수지구 상현동 198-20,경기도 용인시 수지구 수지로 20,318214,522952,경기도 수원시 영통구 광교2동 베이커리,베이커리,경기도 수원시 영통구 광교2동 본누벨 베이커리,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교2동%20본누벨%20베이커리%20&sm=hty&style=v5#/list,본누벨 베이커리.jpg
토프레소 광교숲속마을점,,"카페,디저트>카페",,,경기도 용인시 수지구 상현동 1158-18,경기도 용인시 수지구 광교호수로378번길 4-11,318668,522148,경기도 수원시 영통구 광교2동 초콜렛,카페,경기도 수원시 영통구 광교2동 토프레소 광교숲속마을점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교2동%20토프레소%20광교숲속마을점&sm=hty&style=v5#/list,토프레소 광교숲속마을점.jpg
롤링트라이브,https://www.instagram.com/rollingtribe_official,"카페,디저트>카페",,,경기도 용인시 기흥구 신갈동 537-16 테니장 골목 진입,경기도 용인시 기흥구 신정로 221 테니장 골목 진입,320313,521135,경기도 수원시 영통구 광교2동 핫도그,카페,경기도 수원시 영통구 광교2동 롤링트라이브,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20영통구%20광교2동%20롤링트라이브&sm=hty&style=v5#/list,롤링트라이브.jpg
이레 호두 수지점,http://instagram.com/jireh_suji/,"카페,디저트>베이커리",,,경기도 용인시 수지구 동천동 196,경기도 용인시 수지구 동천로 27,320447,526922,경기도 성남시 분당구 정자동 호두과자,베이커리,경기도 성남시 분당구 정자동 이레 호두 수지점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20정자동%20이레%20호두%20수지점&sm=hty&style=v5#/list,이레 호두 수지점.jpg
이레 호두 수지점,http://instagram.com/jireh_suji/,"카페,디저트>베이커리",,,경기도 용인시 수지구 동천동 196,경기도 용인시 수지구 동천로 27,320447,526922,경기도 성남시 분당구 정자3동 호두과자,베이커리,경기도 성남시 분당구 정자3동 이레 호두 수지점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20정자3동%20이레%20호두%20수지점&sm=hty&style=v5#/list,이레 호두 수지점.jpg
카페드퓨어메이,,"음식점>카페,디저트",,,경기도 용인시 수지구 동천동 351-3 1층 카페 드 퓨어메이,경기도 용인시 수지구 동천로 79 1층 카페 드 퓨어메이,319977,526750,경기도 성남시 분당구 금곡동 과일쥬스,"카페,디저트",경기도 성남시 분당구 금곡동 카페드퓨어메이,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20금곡동%20카페드퓨어메이&sm=hty&style=v5#/list,카페드퓨어메이.jpg
내복곰과자점,https://blog.naver.com/bear6670,"음식점>카페,디저트",,,경기도 용인시 수지구 동천동 899 A동 1층 A122호,경기도 용인시 수지구 신수로 767 A동 1층 A122호,320577,526624,경기도 성남시 분당구 금곡동 마카롱,"카페,디저트",경기도 성남시 분당구 금곡동 내복곰과자점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20금곡동%20내복곰과자점&sm=hty&style=v5#/list,내복곰과자점.jpg
코코 카페,https://cocoruwak.modoo.at,"음식점>카페,디저트",,,경기도 용인시 수지구 동천동 899 U-TOWER A동 1층 A110호 동천역 3번출구앞,경기도 용인시 수지구 신수로 767 U-TOWER A동 1층 A110호 동천역 3번출구앞,320666,526614,경기도 성남시 분당구 금곡동 생과일쥬스,"카페,디저트",경기도 성남시 분당구 금곡동 코코 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20금곡동%20코코%20카페&sm=hty&style=v5#/list,코코 카페.jpg
이디야커피 수지동천점,http://www.ediya.com/,"카페,디저트>카페",,,경기도 용인시 수지구 동천동 180-18 노블레스빌딩 1층 이디야커피,경기도 용인시 수지구 동천로 24 노블레스빌딩 1층 이디야커피,320466,526961,경기도 성남시 분당구 금곡동 초콜렛,카페,경기도 성남시 분당구 금곡동 이디야커피 수지동천점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20금곡동%20이디야커피%20수지동천점&sm=hty&style=v5#/list,이디야커피 수지동천점.jpg
더하이엔드 카페,,"음식점>카페,디저트",,,경기도 용인시 수지구 죽전동 880-1,경기도 용인시 수지구 용구대로2772번길 6,321299,526034,경기도 성남시 분당구 구미1동 프랑스음식,"카페,디저트",경기도 성남시 분당구 구미1동 더하이엔드 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20구미1동%20더하이엔드%20카페&sm=hty&style=v5#/list,더하이엔드 카페.jpg
브래드스토리,,"카페,디저트>베이커리",,,경기도 용인시 수지구 풍덕천동 704 현대프라자 108호,경기도 용인시 수지구 수지로342번길 30 현대프라자빌딩,320122,525260,경기도 성남시 분당구 구미동 롤케익,베이커리,경기도 성남시 분당구 구미동 브래드스토리,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20구미동%20브래드스토리&sm=hty&style=v5#/list,브래드스토리.jpg
뚜레쥬르 죽전도담마을점,,"카페,디저트>베이커리",,,경기도 용인시 수지구 죽전동 1261 도담마을 우미이노스빌아파트,경기도 용인시 수지구 푸른솔로 86 도담마을 우미이노스빌아파트,322099,525305,경기도 성남시 분당구 구미동 롤케익,베이커리,경기도 성남시 분당구 구미동 뚜레쥬르 죽전도담마을점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20구미동%20뚜레쥬르%20죽전도담마을점&sm=hty&style=v5#/list,뚜레쥬르 죽전도담마을점.jpg
투달러커피 수지구청점,,"음식점>카페,디저트",,,경기도 용인시 수지구 풍덕천동 712-3 104호,경기도 용인시 수지구 풍덕천로 127 104호,320058,524994,경기도 성남시 분당구 구미동 와플,"카페,디저트",경기도 성남시 분당구 구미동 투달러커피 수지구청점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20구미동%20투달러커피%20수지구청점&sm=hty&style=v5#/list,투달러커피 수지구청점.jpg
진심  타코야끼  풍덕천점,,"음식점>카페,디저트",,,경기도 용인시 수지구 풍덕천동 686-2 1층 일부호(),경기도 용인시 수지구 문인로31번길 21-6 1층 일부호(풍덕천동),320411,525834,경기도 성남시 분당구 구미동 타코야끼,"카페,디저트",경기도 성남시 분당구 구미동 진심  타코야끼  풍덕천점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20분당구%20구미동%20진심%20%20타코야끼%20%20풍덕천점&sm=hty&style=v5#/list,진심  타코야끼  풍덕천점.jpg
더커피빌리지,http://thecoffeevill.com/,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 오산리 34-7,경기도 용인시 처인구 모현읍 오산로 45-49,326023,525879,경기도 용인시 처인구 포곡읍 과일쥬스,"카페,디저트",경기도 용인시 처인구 포곡읍 더커피빌리지,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20더커피빌리지&sm=hty&style=v5#/list,더커피빌리지.jpg
커피품은곰 용인점,https://www.bokseong.com/,"음식점>카페,디저트",,,경기도 용인시 처인구 유방동 759 1~2층,경기도 용인시 처인구 백령로 50 1~2층,328464,518257,경기도 용인시 처인구 포곡읍 과일쥬스,"카페,디저트",경기도 용인시 처인구 포곡읍 커피품은곰 용인점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20커피품은곰%20용인점&sm=hty&style=v5#/list,커피품은곰 용인점.jpg
너티크리밋,https://smartstore.naver.com/nuttycreamit,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 둔전리 405-19 대두빌딩 지하1층 102호 너티크리밋,경기도 용인시 처인구 포곡읍 포곡로 72 대두빌딩 지하1층 102호 너티크리밋,330492,518707,경기도 용인시 처인구 포곡읍 과자,"카페,디저트",경기도 용인시 처인구 포곡읍 너티크리밋,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20너티크리밋&sm=hty&style=v5#/list,너티크리밋.jpg
스타벅스 용인에버랜드R점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 199,329680,521620,경기도 용인시 처인구 포곡읍 다방,카페,경기도 용인시 처인구 포곡읍 스타벅스 용인에버랜드R점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20스타벅스%20용인에버랜드R점&sm=hty&style=v5#/list,스타벅스 용인에버랜드R점.jpg
정이당 행복한찹쌀꽈배기,,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 마성리 269-1 1층 행복한찹쌀꽈배기,경기도 용인시 처인구 포곡읍 석성로 867 1층 행복한찹쌀꽈배기,328613,519985,경기도 용인시 처인구 포곡읍 도넛,베이커리,경기도 용인시 처인구 포곡읍 정이당 행복한찹쌀꽈배기,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20정이당%20행복한찹쌀꽈배기&sm=hty&style=v5#/list,정이당 행복한찹쌀꽈배기.jpg
빵& 도넛 1호점,,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 둔전리 155-46,경기도 용인시 처인구 포곡읍 포곡로118번길 4-1,330899,518922,경기도 용인시 처인구 포곡읍 도넛,베이커리,경기도 용인시 처인구 포곡읍 빵& 도넛 1호점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20빵&%20도넛%201호점&sm=hty&style=v5#/list,빵& 도넛 1호점.jpg
용인카페 노브133,http://www.instagram.com/nov_133_,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 유운리 320-9 노브133,경기도 용인시 처인구 포곡읍 곡현로133번길 21 노브133,331148,522137,경기도 용인시 처인구 포곡읍 디저트,"카페,디저트",경기도 용인시 처인구 포곡읍 용인카페 노브133,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20용인카페%20노브133&sm=hty&style=v5#/list,용인카페 노브133.jpg
유운커피,https://www.instagram.com/yuuncoffee/,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 유운리 144-2 한옥집,경기도 용인시 처인구 포곡읍 곡현로122번길 15 한옥집,331452,522071,경기도 용인시 처인구 포곡읍 디저트,카페,경기도 용인시 처인구 포곡읍 유운커피,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20유운커피&sm=hty&style=v5#/list,유운커피.jpg
빈투바 로스터리카페,http://www.beantobar.shop,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 영문리 131-3 1층,경기도 용인시 처인구 포곡읍 부곡로 140 1층,329946,520199,경기도 용인시 처인구 포곡읍 디저트,"카페,디저트",경기도 용인시 처인구 포곡읍 빈투바 로스터리카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20빈투바%20로스터리카페&sm=hty&style=v5#/list,빈투바 로스터리카페.jpg
더레이어하우스 본점,,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 둔전리 191-9,경기도 용인시 처인구 포곡읍 포곡로124번길 7,330992,518971,경기도 용인시 처인구 포곡읍 디저트,카페,경기도 용인시 처인구 포곡읍 더레이어하우스 본점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20더레이어하우스%20본점&sm=hty&style=v5#/list,더레이어하우스 본점.jpg
식물원K,https://www.instagram.com/realgardenk/,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 전대리 85-9,경기도 용인시 처인구 포곡읍 옥현로65번길 238,331685,520455,경기도 용인시 처인구 포곡읍 디저트,"카페,디저트",경기도 용인시 처인구 포곡읍 식물원K,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20식물원K&sm=hty&style=v5#/list,식물원K.jpg
볼케이노히어로카페 용인점,,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 마성리 23-3,경기도 용인시 처인구 포곡읍 성산로 461,328778,519689,경기도 용인시 처인구 포곡읍 떡볶이,"카페,디저트",경기도 용인시 처인구 포곡읍 볼케이노히어로카페 용인점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20볼케이노히어로카페%20용인점&sm=hty&style=v5#/list,볼케이노히어로카페 용인점.jpg
달콤한 마카롱  by황언니,https://www.instagram.com/,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 삼계리 532,경기도 용인시 처인구 포곡읍 포곡로234번길 22-1 달콤한 마카롱 by황언니,331921,519584,경기도 용인시 처인구 포곡읍 마카롱,"카페,디저트",경기도 용인시 처인구 포곡읍 달콤한 마카롱  by황언니,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20달콤한%20마카롱%20%20by황언니&sm=hty&style=v5#/list,달콤한 마카롱  by황언니.jpg
바이트오프,https://www.instagram.com/bite_off_,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 둔전리 406-51 인정멜로디상가 208호,경기도 용인시 처인구 포곡읍 포곡로61번길 6 인정멜로디상가 208호,330386,518742,경기도 용인시 처인구 포곡읍 마카롱,"카페,디저트",경기도 용인시 처인구 포곡읍 바이트오프,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20바이트오프&sm=hty&style=v5#/list,바이트오프.jpg
다람이커피,https://instagram.com/darame_coffee?igshid=1wqk5rjquaoh3 instagram.com/,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 갈담리 110-2 2층,경기도 용인시 처인구 모현읍 갈월로 172 2층,334815,525033,경기도 용인시 처인구 포곡읍 마카롱,카페,경기도 용인시 처인구 포곡읍 다람이커피,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20다람이커피&sm=hty&style=v5#/list,다람이커피.jpg
미니미제과,https://www.instagram.com/minimi_ccy,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 왕산리 241-1 1층 미니미제과,경기도 용인시 처인구 모현읍 외대로54번길 28-2 1층 미니미제과,334150,525931,경기도 용인시 처인구 포곡읍 마카롱,"카페,디저트",경기도 용인시 처인구 포곡읍 미니미제과,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20미니미제과&sm=hty&style=v5#/list,미니미제과.jpg
그린 베이커리,https://jsdk1009.modoo.at,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 전대리 360-1,경기도 용인시 처인구 포곡읍 전대로78번길 11-1,330765,520743,경기도 용인시 처인구 포곡읍 베이커리,베이커리,경기도 용인시 처인구 포곡읍 그린 베이커리,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20그린%20베이커리%20&sm=hty&style=v5#/list,그린 베이커리.jpg
이츠커피,http://instagram.com/brugge_flower,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 전대리 347-4 2층 이츠커피,경기도 용인시 처인구 포곡읍 성산로 682 2층 이츠커피,330525,520991,경기도 용인시 처인구 포곡읍 베이커리,베이커리,경기도 용인시 처인구 포곡읍 이츠커피,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20이츠커피&sm=hty&style=v5#/list,이츠커피.jpg
뚜레쥬르 용인둔전점,http://www.tlj.co.kr/,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 둔전리 157-3,경기도 용인시 처인구 포곡읍 포곡로118번길 2 뚜레주르,330878,518942,경기도 용인시 처인구 포곡읍 베이커리,베이커리,경기도 용인시 처인구 포곡읍 뚜레쥬르 용인둔전점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20뚜레쥬르%20용인둔전점&sm=hty&style=v5#/list,뚜레쥬르 용인둔전점.jpg
파리바게뜨 용인둔전점,http://www.paris.co.kr/,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 둔전리 154-1 1층 파리바게뜨,경기도 용인시 처인구 포곡읍 포곡로 113 1층 파리바게뜨,330831,518957,경기도 용인시 처인구 포곡읍 베이커리,베이커리,경기도 용인시 처인구 포곡읍 파리바게뜨 용인둔전점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20파리바게뜨%20용인둔전점&sm=hty&style=v5#/list,파리바게뜨 용인둔전점.jpg
카페톤,https://www.coffea.co.kr,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 초부리 226-1,경기도 용인시 처인구 모현읍 초부로 192,334754,523813,경기도 용인시 처인구 포곡읍 브런치,"카페,디저트",경기도 용인시 처인구 포곡읍 카페톤,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20카페톤&sm=hty&style=v5#/list,카페톤.jpg
빙수 킹,,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 둔전리 154-3,경기도 용인시 처인구 포곡읍 포곡로 114,330859,518931,경기도 용인시 처인구 포곡읍 빙수,카페,경기도 용인시 처인구 포곡읍  빙수 킹,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20%20빙수%20킹&sm=hty&style=v5#/list,빙수 킹.jpg
성산519,https://www.instagram.com/cafe_sungsan519/,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 마성리 72-20 1층,경기도 용인시 처인구 포곡읍 성산로 519 1층,329199,520124,경기도 용인시 처인구 포곡읍 빙수,"카페,디저트",경기도 용인시 처인구 포곡읍 성산519,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20성산519&sm=hty&style=v5#/list,성산519.jpg
달리는커피 에버랜드역점,,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 둔전리 197-10 103호,경기도 용인시 처인구 포곡읍 포곡로 155 103호,331141,519203,경기도 용인시 처인구 포곡읍 샌드위치,카페,경기도 용인시 처인구 포곡읍 달리는커피 에버랜드역점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20달리는커피%20에버랜드역점&sm=hty&style=v5#/list,달리는커피 에버랜드역점.jpg
아스터 드 몽블랑,,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 영문리 30-24,경기도 용인시 처인구 포곡읍 석성로 1089,330649,519715,경기도 용인시 처인구 포곡읍 샌드위치,"카페,디저트",경기도 용인시 처인구 포곡읍 아스터 드 몽블랑,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20아스터%20드%20몽블랑&sm=hty&style=v5#/list,아스터 드 몽블랑.jpg
카페정글캠프,,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 전대리 519-1,경기도 용인시 처인구 포곡읍 에버랜드로 199,329646,521409,경기도 용인시 처인구 포곡읍 샌드위치,"카페,디저트",경기도 용인시 처인구 포곡읍 카페정글캠프,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20카페정글캠프&sm=hty&style=v5#/list,카페정글캠프.jpg
어 로프 슬라이스 피스,,"음식점>카페,디저트",,,경기도 용인시 처인구 유방동 755,경기도 용인시 처인구 백령로 47,328442,518188,경기도 용인시 처인구 포곡읍 생과일쥬스,"카페,디저트",경기도 용인시 처인구 포곡읍 어 로프 슬라이스 피스,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20어%20로프%20슬라이스%20피스&sm=hty&style=v5#/list,어 로프 슬라이스 피스.jpg
라운지엑스 에버랜드점,https://www.loungex.co.kr/,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 전대리 310 글로벌페어 A동 1층,경기도 용인시 처인구 포곡읍 에버랜드로 199 글로벌페어 A동 1층,329502,521666,경기도 용인시 처인구 포곡읍 아이스크림,카페,경기도 용인시 처인구 포곡읍 라운지엑스 에버랜드점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20라운지엑스%20에버랜드점&sm=hty&style=v5#/list,라운지엑스 에버랜드점.jpg
폴 바셋 캐리비안베이점(시즌 오프),http://www.baristapaulbassett.co.kr/,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 전대리 310,경기도 용인시 처인구 포곡읍 에버랜드로 199,329352,521987,경기도 용인시 처인구 포곡읍 아이스크림,카페,경기도 용인시 처인구 포곡읍 폴 바셋 캐리비안베이점(시즌 오프),https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20폴%20바셋%20캐리비안베이점(시즌%20오프)&sm=hty&style=v5#/list,폴 바셋 캐리비안베이점(시즌 오프).jpg
가든 테라스(베이커리카페),,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 전대리 310,경기도 용인시 처인구 포곡읍 에버랜드로 199,329251,521377,경기도 용인시 처인구 포곡읍 제과,베이커리,경기도 용인시 처인구 포곡읍 가든 테라스(베이커리카페),https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20가든%20테라스(베이커리카페)&sm=hty&style=v5#/list,가든 테라스(베이커리카페).jpg
디저트39 용인외대점,,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 왕산리 496-9,경기도 용인시 처인구 모현읍 외대로 42,334093,526233,경기도 용인시 처인구 포곡읍 젤리,카페,경기도 용인시 처인구 포곡읍 디저트39 용인외대점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20디저트39%20용인외대점&sm=hty&style=v5#/list,디저트39 용인외대점.jpg
파니스안 젤리 쿠스,http://instagram.com/panis_angelicus_baking,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 왕산리 240-56 베네치아 전원마을 28호,경기도 용인시 처인구 모현읍 외대로54번길 30-10 베네치아 전원마을 28호,334143,525905,경기도 용인시 처인구 포곡읍 젤리,베이커리,경기도 용인시 처인구 포곡읍 파니스안 젤리 쿠스,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20파니스안%20젤리%20쿠스&sm=hty&style=v5#/list,파니스안 젤리 쿠스.jpg
모도리커피&꽃차카페,https://modori.modoo.at,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 삼계리 369-20,경기도 용인시 처인구 포곡읍 포곡로326번길 35 대명상가 103호,332475,520671,경기도 용인시 처인구 포곡읍 차,카페,경기도 용인시 처인구 포곡읍 모도리커피&꽃차카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20모도리커피&꽃차카페&sm=hty&style=v5#/list,모도리커피&꽃차카페.jpg
커피빈 용인에버랜드점,,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 가실리 156-1 삼성에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 199 삼성에버랜드,329332,521251,경기도 용인시 처인구 포곡읍 초콜렛,카페,경기도 용인시 처인구 포곡읍 커피빈 용인에버랜드점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20커피빈%20용인에버랜드점&sm=hty&style=v5#/list,커피빈 용인에버랜드점.jpg
