title,link,category,description,telephone,address,roadAddress,mapx,mapy,search_input,split_list,input_search,stores_url,file_names
오니리크 카페,http://instagram.com/cafeonirique,"음식점>카페,디저트",,,경기도 수원시 권선구 고색동 42-26,경기도 수원시 권선구 고색로 75,310163,517073,경기도 화성시 봉담읍 브런치,"카페,디저트",경기도 화성시 봉담읍 오니리크 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20봉담읍%20오니리크%20카페&sm=hty&style=v5#/list,오니리크 카페.jpg
카페 하이라이트,http://instagram.com/cafehighlight,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 666-4 카페 하이라이트,경기도 수원시 권선구 서수원로75번길 70-18 카페 하이라이트,309027,515235,경기도 화성시 봉담읍 브런치,"카페,디저트",경기도 화성시 봉담읍 카페 하이라이트,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20봉담읍%20카페%20하이라이트&sm=hty&style=v5#/list,카페 하이라이트.jpg
이디야커피 수원호매실점,,"카페,디저트>카페",,,경기도 수원시 권선구 금곡동 1086,경기도 수원시 권선구 금곡로102번길 29,306349,519528,경기도 화성시 매송면 과일쥬스,카페,경기도 화성시 매송면 이디야커피 수원호매실점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20이디야커피%20수원호매실점&sm=hty&style=v5#/list,이디야커피 수원호매실점.jpg
유메,http://yume.modoo.at/,"카페,디저트>카페",,,경기도 수원시 권선구 금곡동 1132-7 1층 Cafe.YUME 유메,경기도 수원시 권선구 서수원로523번길 30-2 1층 Cafe.YUME 유메,307813,519398,경기도 화성시 매송면 과일쥬스,카페,경기도 화성시 매송면 유메,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20유메&sm=hty&style=v5#/list,유메.jpg
스타벅스 수원금곡점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 수원시 권선구 금곡동 1114-1 리더스 빌딩,경기도 수원시 권선구 금곡로 219,307435,519733,경기도 화성시 매송면 다방,카페,경기도 화성시 매송면 스타벅스 수원금곡점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20스타벅스%20수원금곡점&sm=hty&style=v5#/list,스타벅스 수원금곡점.jpg
심봉사도로케 호매실 로데오점,http://심봉사도로케.kr,"카페,디저트>베이커리",,,경기도 수원시 권선구 호매실동 1398-2 메인프라자 110호 심봉사도로케,경기도 수원시 권선구 호매실로90번길 77 메인프라자 110호 심봉사도로케,308263,517946,경기도 화성시 매송면 도넛,베이커리,경기도 화성시 매송면 심봉사도로케 호매실 로데오점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20심봉사도로케%20호매실%20로데오점&sm=hty&style=v5#/list,심봉사도로케 호매실 로데오점.jpg
스마일명품찹쌀꽈배기 호매실점,,"카페,디저트>베이커리",,,경기도 수원시 권선구 호매실동 402-1 1층,경기도 수원시 권선구 금호로 19 1층,307431,519066,경기도 화성시 매송면 도넛,베이커리,경기도 화성시 매송면 스마일명품찹쌀꽈배기 호매실점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20스마일명품찹쌀꽈배기%20호매실점&sm=hty&style=v5#/list,스마일명품찹쌀꽈배기 호매실점.jpg
길갈베이커리,https://smartstore.naver.com/gilgalbakery,"카페,디저트>베이커리",,,경기도 수원시 권선구 호매실동 1344-8 1층,경기도 수원시 권선구 금곡로140번길 95-115 1층,306519,519125,경기도 화성시 매송면 롤케익,베이커리,경기도 화성시 매송면 길갈베이커리,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20길갈베이커리&sm=hty&style=v5#/list,길갈베이커리.jpg
피오레벨벳,http://www.fiorevelvet.co.kr/,"음식점>카페,디저트",,,경기도 수원시 권선구 금곡동 1088-2 리치빌딩 103호,경기도 수원시 권선구 금곡로118번길 24 리치빌딩 103호,306460,519543,경기도 화성시 매송면 마카롱,"카페,디저트",경기도 화성시 매송면 피오레벨벳,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20피오레벨벳&sm=hty&style=v5#/list,피오레벨벳.jpg
커피인우드,https://www.instagram.com/coffee_in_wood,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 1345-9 2층,경기도 수원시 권선구 금곡로140번길 95-112 2층,306538,519086,경기도 화성시 매송면 빙수,"카페,디저트",경기도 화성시 매송면 커피인우드,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20커피인우드&sm=hty&style=v5#/list,커피인우드.jpg
94커피,http://www.instagram.com/94COFFEE_,"음식점>카페,디저트",,,경기도 수원시 권선구 금곡동 1141,경기도 수원시 권선구 금호로 83-8,307903,519388,경기도 화성시 매송면 빙수,"카페,디저트",경기도 화성시 매송면 94커피,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%2094커피&sm=hty&style=v5#/list,94커피.jpg
카페욜로식스,https://youtube.com/channel/UCohlD7aZFhwlI5QZ6ZWBg3w,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 1350-2 카페욜로식스,경기도 수원시 권선구 금곡로140번길 95-66 카페욜로식스,306492,518944,경기도 화성시 매송면 빙수,"카페,디저트",경기도 화성시 매송면 카페욜로식스,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20카페욜로식스&sm=hty&style=v5#/list,카페욜로식스.jpg
포커스온나우,http://instagram.com/cafe_focus_on_now/,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 641,경기도 수원시 권선구 칠보로88번길 108,306574,518540,경기도 화성시 매송면 샌드위치,"카페,디저트",경기도 화성시 매송면 포커스온나우,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20포커스온나우&sm=hty&style=v5#/list,포커스온나우.jpg
디어그린,https://www.instagram.com/deargreen__,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 1345-1 디어그린 1층,경기도 수원시 권선구 금곡로140번길 95-120 디어그린 1층,306556,519110,경기도 화성시 매송면 샌드위치,"카페,디저트",경기도 화성시 매송면 디어그린,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20디어그린&sm=hty&style=v5#/list,디어그린.jpg
이리부농,http://www.instagram.com/iribunong,"카페,디저트>카페",,,경기도 수원시 권선구 호매실동  678-1,경기도 수원시 권선구 매곡로 6-8,307143,518842,경기도 화성시 매송면 샌드위치,카페,경기도 화성시 매송면 이리부농,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20이리부농&sm=hty&style=v5#/list,이리부농.jpg
데일리카페,,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 329-7,경기도 수원시 권선구 온정로 12,308426,516696,경기도 화성시 매송면 생과일쥬스,"카페,디저트",경기도 화성시 매송면 데일리카페,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20데일리카페&sm=hty&style=v5#/list,데일리카페.jpg
cafe7,http://www.cafeseven.co.kr/,"카페,디저트>카페",,,경기도 수원시 권선구 금곡동 758-10,경기도 수원시 권선구 금곡로 5-1,306045,518997,경기도 화성시 매송면 와플,카페,경기도 화성시 매송면 cafe7,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20cafe7&sm=hty&style=v5#/list,cafe7.jpg
커피마마퀸 호매실점,,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 1402,경기도 수원시 권선구 호매실로104번길 24-44,308219,517874,경기도 화성시 매송면 와플,"카페,디저트",경기도 화성시 매송면 커피마마퀸 호매실점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20커피마마퀸%20호매실점&sm=hty&style=v5#/list,커피마마퀸 호매실점.jpg
아원차 홍콩카페 호매실점,https://ayuancha.modoo.at,"음식점>카페,디저트",,,경기도 수원시 권선구 금곡동 1089-3 106호,경기도 수원시 권선구 금곡로118번길 34-4 106호,306458,519508,경기도 화성시 매송면 젤리,"카페,디저트",경기도 화성시 매송면 아원차 홍콩카페 호매실점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20아원차%20홍콩카페%20호매실점&sm=hty&style=v5#/list,아원차 홍콩카페 호매실점.jpg
간식카페 봉황,,"음식점>카페,디저트",,,경기도 수원시 권선구 호매실동 80-19 1층,,307697,518774,경기도 화성시 매송면 타코야끼,"카페,디저트",경기도 화성시 매송면 간식카페 봉황,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20매송면%20간식카페%20봉황&sm=hty&style=v5#/list,간식카페 봉황.jpg
오늘의커피,,"음식점>카페,디저트",,,경기도 수원시 영통구 망포동 649-38 진성프라자 104호 오늘의 커피,경기도 수원시 영통구 태장로54번길 92 진성프라자 104호 오늘의 커피,316044,515231,경기도 화성시 진안동 브런치,"카페,디저트",경기도 화성시 진안동 오늘의커피,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20진안동%20오늘의커피&sm=hty&style=v5#/list,오늘의커피.jpg
파란달이 뜨는 날에,http://www.instagram.com/cafe_bluemoon_,"음식점>카페,디저트",,,경기도 수원시 영통구 망포동 651-1 동원프라자 104호,경기도 수원시 영통구 태장로 62 동원프라자 104호,316184,515669,경기도 화성시 반월동 과일쥬스,"카페,디저트",경기도 화성시 반월동 파란달이 뜨는 날에,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20파란달이%20뜨는%20날에&sm=hty&style=v5#/list,파란달이 뜨는 날에.jpg
하얀풍차제과점 망포점,http://www.instagram.com/1993.windmill,"카페,디저트>베이커리",,,경기도 수원시 영통구 망포동 322-3,경기도 수원시 영통구 영통로 195,316472,516335,경기도 화성시 반월동 롤케익,베이커리,경기도 화성시 반월동 하얀풍차제과점 망포점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20하얀풍차제과점%20망포점&sm=hty&style=v5#/list,하얀풍차제과점 망포점.jpg
몽땅카롱,http://www.instagram.com/montant_caron/,"음식점>카페,디저트",,,경기도 수원시 영통구 신동 978 101호 몽땅카롱,경기도 수원시 영통구 권선로882번길 107-62 101호 몽땅카롱,315136,516479,경기도 화성시 반월동 마카롱,"카페,디저트",경기도 화성시 반월동 몽땅카롱,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20몽땅카롱&sm=hty&style=v5#/list,몽땅카롱.jpg
유 마카롱,http://www.instagram.com/you_macaron,"음식점>카페,디저트",,,경기도 수원시 영통구 신동 928-4 102호,경기도 수원시 영통구 권선로882번길 65-17 102호,315281,516606,경기도 화성시 반월동 마카롱,"카페,디저트",경기도 화성시 반월동 유 마카롱,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20유%20마카롱%20&sm=hty&style=v5#/list,유 마카롱.jpg
쿠로이시로,http://instagram.com/cafe.kuroisiro,"카페,디저트>카페",,,경기도 수원시 영통구 영통동 1110 1층101호,경기도 수원시 영통구 영통로200번길 47 1층101호,316727,516269,경기도 화성시 반월동 빙수,카페,경기도 화성시 반월동 쿠로이시로,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20쿠로이시로&sm=hty&style=v5#/list,쿠로이시로.jpg
카페아라,,"음식점>카페,디저트",,,경기도 수원시 영통구 영통동 1013-1,경기도 수원시 영통구 청명로21번길 19,318491,516871,경기도 화성시 반월동 생과일쥬스,"카페,디저트",경기도 화성시 반월동 카페아라,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20카페아라&sm=hty&style=v5#/list,카페아라.jpg
빠다리아,,"카페,디저트>베이커리",,,경기도 수원시 영통구 망포동 727,경기도 수원시 영통구 봉영로 1432-36,317353,515852,경기도 화성시 반월동 생과일쥬스,베이커리,경기도 화성시 반월동 빠다리아,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20빠다리아&sm=hty&style=v5#/list,빠다리아.jpg
커피베이 영통아이파크캐슬점,,"카페,디저트>카페",,,경기도 수원시 영통구 망포동 760 영통아이파크캐슬 2단지 커피베이 영통아이파크캐슬점,경기도 수원시 영통구 덕영대로 1400 영통아이파크캐슬 2단지 커피베이 영통아이파크캐슬점,315302,516091,경기도 화성시 반월동 생과일쥬스,카페,경기도 화성시 반월동 커피베이 영통아이파크캐슬점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20커피베이%20영통아이파크캐슬점&sm=hty&style=v5#/list,커피베이 영통아이파크캐슬점.jpg
언덜,https://www.instagram.com/cafe_undull,"음식점>카페,디저트",,,경기도 수원시 영통구 신동 1011 101호,경기도 수원시 영통구 권선로882번길 115-1 101호,315124,516405,경기도 화성시 반월동 와플,"카페,디저트",경기도 화성시 반월동 언덜,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20반월동%20언덜&sm=hty&style=v5#/list,언덜.jpg
스타벅스 수원세류역DT점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 수원시 권선구 세류동 1163-2,경기도 수원시 권선구 경수대로 185,313006,516229,경기도 화성시 기배동 다방,카페,경기도 화성시 기배동 스타벅스 수원세류역DT점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20스타벅스%20수원세류역DT점&sm=hty&style=v5#/list,스타벅스 수원세류역DT점.jpg
수봉카페,,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 458-4 오목천역 3번출구 111m,경기도 수원시 권선구 삼천병마로 1563 오목천역 3번출구 111m,308171,516095,경기도 화성시 기배동 마카롱,"카페,디저트",경기도 화성시 기배동 수봉카페,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20수봉카페&sm=hty&style=v5#/list,수봉카페.jpg
마디프,http://www.instagram.com/madif_coffee,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 689-5 1층 마디프 커피,경기도 수원시 권선구 서수원로 92 1층 마디프 커피,309250,515559,경기도 화성시 기배동 브런치,"카페,디저트",경기도 화성시 기배동 마디프,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20마디프&sm=hty&style=v5#/list,마디프.jpg
카페플러스셀,,"카페,디저트>베이커리",,,경기도 수원시 권선구 오목천동 775 1층 우측,경기도 수원시 권선구 서수원로53번길 25-36 1층 우측,309504,515000,경기도 화성시 기배동 샌드위치,베이커리,경기도 화성시 기배동 카페플러스셀,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20카페플러스셀&sm=hty&style=v5#/list,카페플러스셀.jpg
카페 하이라이트,http://instagram.com/cafehighlight,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 666-4 카페 하이라이트,경기도 수원시 권선구 서수원로75번길 70-18 카페 하이라이트,309027,515235,경기도 화성시 기배동 스파게티,"카페,디저트",경기도 화성시 기배동 카페 하이라이트,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20카페%20하이라이트&sm=hty&style=v5#/list,카페 하이라이트.jpg
마디프,http://www.instagram.com/madif_coffee,"음식점>카페,디저트",,,경기도 수원시 권선구 오목천동 689-5 1층 마디프 커피,경기도 수원시 권선구 서수원로 92 1층 마디프 커피,309250,515559,경기도 화성시 기배동 스파게티,"카페,디저트",경기도 화성시 기배동 마디프,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20마디프&sm=hty&style=v5#/list,마디프.jpg
이코나 베이직,,"카페,디저트>카페",,,경기도 수원시 권선구 고색동 950 121호,경기도 수원시 권선구 오목천로152번길 68 121호,309556,515996,경기도 화성시 기배동 와플,카페,경기도 화성시 기배동 이코나 베이직,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20이코나%20베이직&sm=hty&style=v5#/list,이코나 베이직.jpg
이코나,,"음식점>카페,디저트",,,경기도 수원시 권선구 고색동 1152 수원벤처밸리∥A동116호,경기도 수원시 권선구 산업로156번길 142-10 수원벤처밸리∥A동116호,310248,515709,경기도 화성시 기배동 와플,"카페,디저트",경기도 화성시 기배동 이코나,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20이코나&sm=hty&style=v5#/list,이코나.jpg
디저트39 세류역점,https://www.instagram.com/dessert39_seryu,"카페,디저트>카페",,,경기도 수원시 권선구 세류동 1162 디저트39 세류역점,경기도 수원시 권선구 경수대로191번길 9 디저트39 세류역점,312969,516269,경기도 화성시 기배동 젤리,카페,경기도 화성시 기배동 디저트39 세류역점,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20기배동%20디저트39%20세류역점&sm=hty&style=v5#/list,디저트39 세류역점.jpg
로뎀,,"음식점>카페,디저트",,,경기도 수원시 권선구 곡반정동 596-1 101호,경기도 수원시 권선구 곡반정로65번길 9-3 101호,313971,515171,경기도 화성시 화산동 샌드위치,"카페,디저트",경기도 화성시 화산동 로뎀,https://m.map.naver.com/search2/search.naver?query=경기도%20화성시%20화산동%20로뎀&sm=hty&style=v5#/list,로뎀.jpg
카페 알로하나,http://www.instagram.com/alohanahana,"음식점>카페,디저트",,,경기도 수원시 장안구 천천동 503-12,경기도 수원시 장안구 덕영대로497번길 8-3,309600,522436,경기도 수원시 장안구 파장동 애견카페,"카페,디저트",경기도 수원시 장안구 파장동  카페 알로하나,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20파장동%20%20카페%20알로하나&sm=hty&style=v5#/list,카페 알로하나.jpg
스타벅스 수원 종합운동장 점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 수원시 장안구 송죽동 506-2,경기도 수원시 장안구 송원로 71,312324,522621,경기도 수원시 장안구 파장동 종합운동장,카페,경기도 수원시 장안구 파장동 스타벅스 수원 종합운동장 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20파장동%20스타벅스%20수원%20종합운동장%20점&sm=hty&style=v5#/list,스타벅스 수원 종합운동장 점.jpg
이디야커피 수원일월 공원 점,,"카페,디저트>카페",,,경기도 수원시 장안구 천천동 364-3,경기도 수원시 장안구 일월로 68 1층2층,309534,521269,경기도 수원시 장안구 율천동 공원,카페,경기도 수원시 장안구 율천동 이디야커피 수원일월 공원 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20율천동%20이디야커피%20수원일월%20공원%20점&sm=hty&style=v5#/list,이디야커피 수원일월 공원 점.jpg
오디디,http://instagram.com/odd_suwon,"카페,디저트>카페",,,경기도 수원시 장안구 율전동 298-21 1층,경기도 수원시 장안구 율전로108번길 10-1 1층,308869,522378,경기도 수원시 장안구 율천동 와인,카페,경기도 수원시 장안구 율천동 오디디,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20율천동%20오디디&sm=hty&style=v5#/list,오디디.jpg
미스터브리즈커피 수원 종합운동장 점,,"카페,디저트>카페",,,경기도 수원시 장안구 송죽동 377-20 미스터브리즈커피,경기도 수원시 장안구 정조로1041번길 2 미스터브리즈커피,312082,522371,경기도 수원시 장안구 정자1동 종합운동장,카페,경기도 수원시 장안구 정자1동 미스터브리즈커피 수원 종합운동장 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자1동%20미스터브리즈커피%20수원%20종합운동장%20점&sm=hty&style=v5#/list,미스터브리즈커피 수원 종합운동장 점.jpg
정식 클럽,http://www.instagram.com/cafe_jeongsikclub,"음식점>카페,디저트",,,경기도 수원시 장안구 정자동 401 동신1차 상가 2층,경기도 수원시 장안구 장안로 232 동신1차 상가 2층,311028,522787,경기도 수원시 장안구 정자1동 클럽,"카페,디저트",경기도 수원시 장안구 정자1동 정식 클럽,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자1동%20정식%20클럽%20&sm=hty&style=v5#/list,정식 클럽.jpg
수원화성빵 행궁화성 박물관 점,https://hwasungbbang.modoo.at/,"카페,디저트>베이커리",,,경기도 수원시 팔달구 남수동 67-2,경기도 수원시 팔달구 창룡대로 18,313162,520439,경기도 수원시 장안구 정자2동 박물관,베이커리,경기도 수원시 장안구 정자2동 수원화성빵 행궁화성 박물관 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자2동%20수원화성빵%20행궁화성%20박물관%20점&sm=hty&style=v5#/list,수원화성빵 행궁화성 박물관 점.jpg
버터북 행궁점,,"음식점>카페,디저트",,,경기도 수원시 팔달구 신풍동 116-21 버터북,경기도 수원시 팔달구 화서문로16번길 83 버터북,312391,520675,경기도 수원시 장안구 정자2동 북카페,"카페,디저트",경기도 수원시 장안구 정자2동 버터북 행궁점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자2동%20버터북%20행궁점&sm=hty&style=v5#/list,버터북 행궁점.jpg
공간상점,http://instagram.com/cafe.spaceshop,"음식점>카페,디저트",,,경기도 수원시 팔달구 장안동 91-9,경기도 수원시 팔달구 화서문로41번길 26,312586,520953,경기도 수원시 장안구 정자2동 애견카페,"카페,디저트",경기도 수원시 장안구 정자2동 공간상점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자2동%20공간상점&sm=hty&style=v5#/list,공간상점.jpg
할리우드,https://www.instagram.com/cafe.holly.wood,"음식점>카페,디저트",,,경기도 수원시 팔달구 북수동 100-1 1층,경기도 수원시 팔달구 정조로886번길 15 1층,312957,521048,경기도 수원시 장안구 정자2동 애견카페,"카페,디저트",경기도 수원시 장안구 정자2동 할리우드,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자2동%20할리우드&sm=hty&style=v5#/list,할리우드.jpg
공간상점 part.2,https://www.instagram.com/spaceshop_2,"음식점>카페,디저트",,,경기도 수원시 팔달구 북수동 51 2층,경기도 수원시 팔달구 화서문로 77 2층,312991,520923,경기도 수원시 장안구 정자2동 애견카페,"카페,디저트",경기도 수원시 장안구 정자2동 공간상점 part.2,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자2동%20공간상점%20part.2&sm=hty&style=v5#/list,공간상점 part.2.jpg
데보타,https://www.facebook.com/devota_store,"음식점>카페,디저트",,,경기도 수원시 팔달구 화서동 656 상가동 지하1층 데보타,경기도 수원시 팔달구 덕영대로735번길 18 상가동 지하1층 데보타,310988,520451,경기도 수원시 장안구 정자3동 애견카페,"카페,디저트",경기도 수원시 장안구 정자3동 데보타,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20정자3동%20데보타&sm=hty&style=v5#/list,데보타.jpg
미담 갤러리 카페,https://blog.naver.com/donggleie,"음식점>카페,디저트",,,경기도 수원시 장안구 영화동 174-1,경기도 수원시 장안구 팔달로291번길 14-41,312991,521550,경기도 수원시 장안구 영화동 갤러리,"카페,디저트",경기도 수원시 장안구 영화동 미담 갤러리 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20미담%20갤러리%20카페&sm=hty&style=v5#/list,미담 갤러리 카페.jpg
요거프레소 장안 공원 점,,"카페,디저트>카페",,,경기도 수원시 장안구 영화동 443-13,경기도 수원시 장안구 팔달로 211 1층,312314,520967,경기도 수원시 장안구 영화동 공원,카페,경기도 수원시 장안구 영화동 요거프레소 장안 공원 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20요거프레소%20장안%20공원%20점&sm=hty&style=v5#/list,요거프레소 장안 공원 점.jpg
뚜레쥬르 수원정자 시장 점,http://www.tlj.co.kr/,"카페,디저트>베이커리",,,경기도 수원시 장안구 영화동 398-2,경기도 수원시 장안구 수성로262번길 2,311627,521343,경기도 수원시 장안구 영화동 시장,베이커리,경기도 수원시 장안구 영화동 뚜레쥬르 수원정자 시장 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20뚜레쥬르%20수원정자%20시장%20점&sm=hty&style=v5#/list,뚜레쥬르 수원정자 시장 점.jpg
메가MGC커피 수원정자 시장 점,,"카페,디저트>카페",,,경기도 수원시 장안구 영화동 397-1,경기도 수원시 장안구 수성로262번길 3,311671,521363,경기도 수원시 장안구 영화동 시장,카페,경기도 수원시 장안구 영화동 메가MGC커피 수원정자 시장 점,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20메가MGC커피%20수원정자%20시장%20점&sm=hty&style=v5#/list,메가MGC커피 수원정자 시장 점.jpg
포지아,https://www.instagram.com/cafe_fozia,"음식점>카페,디저트",,,경기도 수원시 팔달구 장안동 27-14 1층,경기도 수원시 팔달구 신풍로63번길 12-6 1층,312652,521015,경기도 수원시 장안구 영화동 애견카페,"카페,디저트",경기도 수원시 장안구 영화동 포지아,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20포지아&sm=hty&style=v5#/list,포지아.jpg
스페로.스페라,,"음식점>카페,디저트",,,경기도 수원시 장안구 영화동 37-208,경기도 수원시 장안구 수원천로407번길 1,313185,521309,경기도 수원시 장안구 영화동 키즈카페,"카페,디저트",경기도 수원시 장안구 영화동 스페로.스페라,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20스페로.스페라&sm=hty&style=v5#/list,스페로.스페라.jpg
더클래식커피서비스,https://www.instagram.com/theclassiccoffeeservice,"음식점>카페,디저트",,,경기도 수원시 장안구 영화동 165-5 1F 더클래식커피서비스,경기도 수원시 장안구 팔달로 281 1F 더클래식커피서비스,312891,521386,경기도 수원시 장안구 영화동 키즈카페,"카페,디저트",경기도 수원시 장안구 영화동 더클래식커피서비스,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20영화동%20더클래식커피서비스&sm=hty&style=v5#/list,더클래식커피서비스.jpg
커피바 셀로나,https://www.instagram.com/___celona,"음식점>카페,디저트",,,경기도 수원시 장안구 송죽동 449-24 1층,경기도 수원시 장안구 정조로1110번길 18-20 1층,311763,522892,경기도 수원시 장안구 송죽동 바(BAR),"카페,디저트",경기도 수원시 장안구 송죽동 커피바 셀로나,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20송죽동%20커피바%20셀로나&sm=hty&style=v5#/list,커피바 셀로나.jpg
아더엘,https://www.instagram.com/ardor_l,"음식점>카페,디저트",,,경기도 수원시 장안구 송죽동 370-6 1층 아더엘,경기도 수원시 장안구 정조로1053번길 41 1층 아더엘,311855,522335,경기도 수원시 장안구 송죽동 종합운동장,"카페,디저트",경기도 수원시 장안구 송죽동 아더엘,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20송죽동%20아더엘&sm=hty&style=v5#/list,아더엘.jpg
북카페 맑은물이야기,,"카페,디저트>카페",,,경기도 수원시 장안구 하광교동 415,경기도 수원시 장안구 광교산로 119,314059,522495,경기도 수원시 장안구 조원1동 북카페,카페,경기도 수원시 장안구 조원1동  북카페 맑은물이야기,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20조원1동%20%20북카페%20맑은물이야기&sm=hty&style=v5#/list,북카페 맑은물이야기.jpg
광교마실 카페,,"음식점>카페,디저트",,,경기도 수원시 장안구 하광교동 173-1,경기도 수원시 장안구 광교산로374번길 116,313643,524662,경기도 수원시 장안구 조원2동 애견카페,"카페,디저트",경기도 수원시 장안구 조원2동 광교마실 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20조원2동%20광교마실%20카페%20&sm=hty&style=v5#/list,광교마실 카페.jpg
카페 주인,http://smartstore.naver.com/cafejooin,"음식점>카페,디저트",,,경기도 수원시 영통구 이의동 1254 나보나스퀘어 215호,경기도 수원시 영통구 대학3로 7 나보나스퀘어 215호,315277,522424,경기도 수원시 장안구 연무동 북카페,"카페,디저트",경기도 수원시 장안구 연무동  카페 주인,https://m.map.naver.com/search2/search.naver?query=경기도%20수원시%20장안구%20연무동%20%20카페%20주인&sm=hty&style=v5#/list,카페 주인.jpg
